,Training MSE,Testing MSE
1,0.15644177794456482,0.35739839650117433
2,0.221565842628479,0.3678227227467757
3,0.16946235299110413,0.3494105614148654
4,0.18322929739952087,0.3459728406025813
5,0.18617001175880432,0.34462873064554655
6,0.18320493400096893,0.36235491587565494
7,0.1689205914735794,0.34923712565348697
8,0.1528352051973343,0.3486303251523238
9,0.20962196588516235,0.3426191909955098
10,0.1737733781337738,0.353470109976255
